freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
Annual,Number,Burglary,Goslar,2023,518,,
Annual,Number,Burglary,Helmstedt,2019,409,,
Annual,Number,Burglary,Helmstedt,2023,279,,
Annual,Number,Burglary,Northeim,2019,293,,
Annual,Number,Burglary,Northeim,2023,345,,
Annual,Number,Burglary,Peine,2019,554,,
Annual,Number,Burglary,Peine,2023,431,,
Annual,Number,Burglary,Wolfenbüttel,2019,230,,
Annual,Number,Burglary,Wolfenbüttel,2023,340,,
Annual,Number,Burglary,Göttingen,2019,1016,,
Annual,Number,Burglary,Göttingen,2023,937,,
Annual,Number,Burglary,Hannover,2019,9673,,
Annual,Number,Burglary,Hannover,2023,9523,,
Annual,Number,Burglary,Diepholz,2019,724,,
Annual,Number,Burglary,Diepholz,2023,766,,
Annual,Number,Burglary,Hameln-Pyrmont,2019,422,,
Annual,Number,Burglary,Hameln-Pyrmont,2023,348,,
Annual,Number,Burglary,Hildesheim,2019,1166,,
Annual,Number,Burglary,Hildesheim,2023,1020,,
Annual,Number,Burglary,Holzminden,2019,135,,
Annual,Number,Burglary,Holzminden,2023,157,,
Annual,Number,Burglary,Nienburg (Weser),2019,565,,
Annual,Number,Burglary,Nienburg (Weser),2023,542,,
Annual,Number,Burglary,Schaumburg,2019,395,,
Annual,Number,Burglary,Schaumburg,2023,371,,
Annual,Number,Burglary,Region Hannover,2019,6266,,
Annual,Number,Burglary,Region Hannover,2023,6319,,
Annual,Number,Burglary,Lüneburg,2019,6864,,
Annual,Number,Burglary,Lüneburg,2023,5638,,
Annual,Number,Burglary,Celle,2019,777,,
Annual,Number,Burglary,Celle,2023,561,,
Annual,Number,Burglary,Cuxhaven,2019,767,,
Annual,Number,Burglary,Cuxhaven,2023,715,,
Annual,Number,Burglary,Harburg,2019,970,,
Annual,Number,Burglary,Harburg,2023,742,,
Annual,Number,Burglary,Lüchow-Dannenberg,2019,150,,
Annual,Number,Burglary,Lüchow-Dannenberg,2023,131,,
Annual,Number,Burglary,"Lüneburg, Landkreis",2019,1050,,
Annual,Number,Burglary,"Lüneburg, Landkreis",2023,753,,
Annual,Number,Burglary,Osterholz,2019,407,,
Annual,Number,Burglary,Osterholz,2023,367,,
Annual,Number,Burglary,Rotenburg (Wümme),2019,563,,
Annual,Number,Burglary,Rotenburg (Wümme),2023,705,,
Annual,Number,Burglary,Heidekreis,2019,586,,
Annual,Number,Burglary,Heidekreis,2023,506,,
Annual,Number,Burglary,Stade,2019,835,,
Annual,Number,Burglary,Stade,2023,478,,
Annual,Number,Burglary,Uelzen,2019,209,,
Annual,Number,Burglary,Uelzen,2023,238,,
Annual,Number,Burglary,Verden,2019,550,,
Annual,Number,Burglary,Verden,2023,442,,
Annual,Number,Burglary,Weser-Ems,2019,8029,,
Annual,Number,Burglary,Weser-Ems,2023,7021,,
Annual,Number,Burglary,"Delmenhorst, Kreisfreie Stadt",2019,429,,
Annual,Number,Burglary,"Delmenhorst, Kreisfreie Stadt",2023,292,,
Annual,Number,Burglary,"Emden, Kreisfreie Stadt",2019,199,,
Annual,Number,Burglary,"Emden, Kreisfreie Stadt",2023,129,,
Annual,Number,Burglary,"Oldenburg (Oldenburg), Kreisfreie Stadt",2019,712,,
Annual,Number,Burglary,"Oldenburg (Oldenburg), Kreisfreie Stadt",2023,892,,
Annual,Number,Burglary,"Osnabrück, Kreisfreie Stadt",2019,874,,
Annual,Number,Burglary,"Osnabrück, Kreisfreie Stadt",2023,707,,
Annual,Number,Burglary,"Wilhelmshaven, Kreisfreie Stadt",2019,550,,
Annual,Number,Burglary,"Wilhelmshaven, Kreisfreie Stadt",2023,929,,
Annual,Number,Burglary,Ammerland,2019,270,,
Annual,Number,Burglary,Ammerland,2023,287,,
Annual,Number,Burglary,Aurich,2019,605,,
Annual,Number,Burglary,Aurich,2023,329,,
Annual,Number,Burglary,Cloppenburg,2019,337,,
Annual,Number,Burglary,Cloppenburg,2023,285,,
Annual,Number,Burglary,Emsland,2019,955,,
Annual,Number,Burglary,Emsland,2023,758,,
Annual,Number,Burglary,Friesland (DE),2019,320,,
Annual,Number,Burglary,Friesland (DE),2023,232,,
Annual,Number,Burglary,Grafschaft Bentheim,2019,290,,
Annual,Number,Burglary,Grafschaft Bentheim,2023,194,,
Annual,Number,Burglary,Leer,2019,575,,
Annual,Number,Burglary,Leer,2023,398,,
Annual,Number,Burglary,"Oldenburg, Landkreis",2019,312,,
Annual,Number,Burglary,"Oldenburg, Landkreis",2023,281,,
Annual,Number,Burglary,"Osnabrück, Landkreis",2019,829,,
Annual,Number,Burglary,"Osnabrück, Landkreis",2023,718,,
Annual,Number,Burglary,Vechta,2019,396,,
Annual,Number,Burglary,Vechta,2023,342,,
Annual,Number,Burglary,Wesermarsch,2019,227,,
Annual,Number,Burglary,Wesermarsch,2023,170,,
Annual,Number,Burglary,Wittmund,2019,149,,
Annual,Number,Burglary,Wittmund,2023,78,,
Annual,Number,Burglary,Nordrhein-Westfalen,2019,77197,,
Annual,Number,Burglary,Nordrhein-Westfalen,2023,80008,,
Annual,Number,Burglary,Düsseldorf,2019,25191,,
Annual,Number,Burglary,Düsseldorf,2023,28917,,
Annual,Number,Burglary,"Düsseldorf, Kreisfreie Stadt",2019,3983,,
Annual,Number,Burglary,"Düsseldorf, Kreisfreie Stadt",2023,4319,,
Annual,Number,Burglary,"Duisburg, Kreisfreie Stadt",2019,2950,,
Annual,Number,Burglary,"Duisburg, Kreisfreie Stadt",2023,4267,,
Annual,Number,Burglary,"Essen, Kreisfreie Stadt",2019,2865,,
Annual,Number,Burglary,"Essen, Kreisfreie Stadt",2023,4444,,
Annual,Number,Burglary,"Krefeld, Kreisfreie Stadt",2019,1442,,
Annual,Number,Burglary,"Krefeld, Kreisfreie Stadt",2023,1669,,
Annual,Number,Burglary,"Mönchengladbach, Kreisfreie Stadt",2019,1432,,
Annual,Number,Burglary,"Mönchengladbach, Kreisfreie Stadt",2023,1416,,
Annual,Number,Burglary,"Mülheim an der Ruhr, Kreisfreie Stadt",2019,692,,
Annual,Number,Burglary,"Mülheim an der Ruhr, Kreisfreie Stadt",2023,1025,,
Annual,Number,Burglary,"Oberhausen, Kreisfreie Stadt",2019,967,,
Annual,Number,Burglary,"Oberhausen, Kreisfreie Stadt",2023,993,,
Annual,Number,Burglary,"Remscheid, Kreisfreie Stadt",2019,730,,
Annual,Number,Burglary,"Remscheid, Kreisfreie Stadt",2023,324,,
Annual,Number,Burglary,"Solingen, Kreisfreie Stadt",2019,575,,
Annual,Number,Burglary,"Solingen, Kreisfreie Stadt",2023,536,,
Annual,Number,Burglary,"Wuppertal, Kreisfreie Stadt",2019,1783,,
Annual,Number,Burglary,"Wuppertal, Kreisfreie Stadt",2023,1448,,
Annual,Number,Burglary,Kleve,2019,1272,,
Annual,Number,Burglary,Kleve,2023,1086,,
Annual,Number,Burglary,Mettmann,2019,1396,,
Annual,Number,Burglary,Mettmann,2023,1723,,
Annual,Number,Burglary,Rhein-Kreis Neuss,2019,1979,,
Annual,Number,Burglary,Rhein-Kreis Neuss,2023,2057,,
Annual,Number,Burglary,Viersen,2019,1131,,
Annual,Number,Burglary,Viersen,2023,1065,,
Annual,Number,Burglary,Wesel,2019,1994,,
Annual,Number,Burglary,Wesel,2023,2545,,
Annual,Number,Burglary,Köln,2019,21871,,
Annual,Number,Burglary,Köln,2023,20703,,
Annual,Number,Burglary,"Bonn, Kreisfreie Stadt",2019,1752,,
Annual,Number,Burglary,"Bonn, Kreisfreie Stadt",2023,1615,,
Annual,Number,Burglary,"Köln, Kreisfreie Stadt",2019,7704,,
Annual,Number,Burglary,"Köln, Kreisfreie Stadt",2023,8004,,
Annual,Number,Burglary,"Leverkusen, Kreisfreie Stadt",2019,740,,
Annual,Number,Burglary,"Leverkusen, Kreisfreie Stadt",2023,761,,
Annual,Number,Burglary,Düren,2019,1327,,
Annual,Number,Burglary,Düren,2023,1048,,
Annual,Number,Burglary,Rhein-Erft-Kreis,2019,2128,,
Annual,Number,Burglary,Rhein-Erft-Kreis,2023,1753,,
Annual,Number,Burglary,Euskirchen,2019,566,,
Annual,Number,Burglary,Euskirchen,2023,633,,
Annual,Number,Burglary,Heinsberg,2019,910,,
Annual,Number,Burglary,Heinsberg,2023,609,,
Annual,Number,Burglary,Oberbergischer Kreis,2019,728,,
Annual,Number,Burglary,Oberbergischer Kreis,2023,571,,
Annual,Number,Burglary,Rheinisch-Bergischer Kreis,2019,928,,
Annual,Number,Burglary,Rheinisch-Bergischer Kreis,2023,857,,
Annual,Number,Burglary,Rhein-Sieg-Kreis,2019,1755,,
Annual,Number,Burglary,Rhein-Sieg-Kreis,2023,1490,,
Annual,Number,Burglary,Städteregion Aachen,2019,3333,,
Annual,Number,Burglary,Städteregion Aachen,2023,3362,,
Annual,Number,Burglary,Münster,2019,9626,,
Annual,Number,Burglary,Münster,2023,10128,,
Annual,Number,Burglary,"Bottrop, Kreisfreie Stadt",2019,370,,
Annual,Number,Burglary,"Bottrop, Kreisfreie Stadt",2023,493,,
Annual,Number,Burglary,"Gelsenkirchen, Kreisfreie Stadt",2019,1226,,
Annual,Number,Burglary,"Gelsenkirchen, Kreisfreie Stadt",2023,1753,,
Annual,Number,Burglary,"Münster, Kreisfreie Stadt",2019,1419,,
Annual,Number,Burglary,"Münster, Kreisfreie Stadt",2023,1890,,
Annual,Number,Burglary,Borken,2019,1359,,
Annual,Number,Burglary,Borken,2023,1004,,
Annual,Number,Burglary,Coesfeld,2019,591,,
Annual,Number,Burglary,Coesfeld,2023,657,,
Annual,Number,Burglary,Recklinghausen,2019,2837,,
Annual,Number,Burglary,Recklinghausen,2023,2711,,
Annual,Number,Burglary,Steinfurt,2019,1075,,
Annual,Number,Burglary,Steinfurt,2023,921,,
Annual,Number,Burglary,Warendorf,2019,749,,
Annual,Number,Burglary,Warendorf,2023,699,,
Annual,Number,Burglary,Detmold,2019,5854,,
Annual,Number,Burglary,Detmold,2023,5247,,
Annual,Number,Burglary,"Bielefeld, Kreisfreie Stadt",2019,1252,,
Annual,Number,Burglary,"Bielefeld, Kreisfreie Stadt",2023,1403,,
Annual,Number,Burglary,Gütersloh,2019,959,,
Annual,Number,Burglary,Gütersloh,2023,838,,
Annual,Number,Burglary,Herford,2019,786,,
Annual,Number,Burglary,Herford,2023,513,,
Annual,Number,Burglary,Höxter,2019,186,,
Annual,Number,Burglary,Höxter,2023,190,,
Annual,Number,Burglary,Lippe,2019,982,,
Annual,Number,Burglary,Lippe,2023,679,,
Annual,Number,Burglary,Minden-Lübbecke,2019,834,,
Annual,Number,Burglary,Minden-Lübbecke,2023,754,,
Annual,Number,Burglary,Paderborn,2019,855,,
Annual,Number,Burglary,Paderborn,2023,870,,
Annual,Number,Burglary,Arnsberg,2019,14655,,
Annual,Number,Burglary,Arnsberg,2023,15013,,
Annual,Number,Burglary,"Bochum, Kreisfreie Stadt",2019,1630,,
Annual,Number,Burglary,"Bochum, Kreisfreie Stadt",2023,2127,,
Annual,Number,Burglary,"Dortmund, Kreisfreie Stadt",2019,4174,,
Annual,Number,Burglary,"Dortmund, Kreisfreie Stadt",2023,4187,,
Annual,Number,Burglary,"Hagen, Kreisfreie Stadt",2019,1038,,
Annual,Number,Burglary,"Hagen, Kreisfreie Stadt",2023,934,,
Annual,Number,Burglary,"Hamm, Kreisfreie Stadt",2019,808,,
Annual,Number,Burglary,"Hamm, Kreisfreie Stadt",2023,1029,,
Annual,Number,Burglary,"Herne, Kreisfreie Stadt",2019,755,,
Annual,Number,Burglary,"Herne, Kreisfreie Stadt",2023,891,,
Annual,Number,Burglary,Ennepe-Ruhr-Kreis,2019,1159,,
Annual,Number,Burglary,Ennepe-Ruhr-Kreis,2023,1115,,
Annual,Number,Burglary,Hochsauerlandkreis,2019,621,,
Annual,Number,Burglary,Hochsauerlandkreis,2023,536,,
Annual,Number,Burglary,Märkischer Kreis,2019,1337,,
Annual,Number,Burglary,Märkischer Kreis,2023,1066,,
Annual,Number,Burglary,Olpe,2019,314,,
Annual,Number,Burglary,Olpe,2023,218,,
Annual,Number,Burglary,Siegen-Wittgenstein,2019,647,,
Annual,Number,Burglary,Siegen-Wittgenstein,2023,692,,
Annual,Number,Burglary,Soest,2019,725,,
Annual,Number,Burglary,Soest,2023,740,,
Annual,Number,Burglary,Unna,2019,1447,,
Annual,Number,Burglary,Unna,2023,1478,,
Annual,Number,Burglary,Rheinland-Pfalz,2019,10422,,
Annual,Number,Burglary,Rheinland-Pfalz,2023,9088,,
Annual,Number,Burglary,Koblenz,2019,3232,,
Annual,Number,Burglary,Koblenz,2023,2802,,
Annual,Number,Burglary,"Koblenz, Kreisfreie Stadt",2019,400,,
Annual,Number,Burglary,"Koblenz, Kreisfreie Stadt",2023,304,,
Annual,Number,Burglary,Ahrweiler,2019,330,,
Annual,Number,Burglary,Ahrweiler,2023,284,,
Annual,Number,Burglary,Altenkirchen (Westerwald),2019,252,,
Annual,Number,Burglary,Altenkirchen (Westerwald),2023,203,,
Annual,Number,Burglary,Bad Kreuznach,2019,342,,
Annual,Number,Burglary,Bad Kreuznach,2023,353,,
Annual,Number,Burglary,Birkenfeld,2019,162,,
Annual,Number,Burglary,Birkenfeld,2023,142,,
Annual,Number,Burglary,Mayen-Koblenz,2019,493,,
Annual,Number,Burglary,Mayen-Koblenz,2023,384,,
Annual,Number,Burglary,Neuwied,2019,368,,
Annual,Number,Burglary,Neuwied,2023,346,,
Annual,Number,Burglary,Rhein-Lahn-Kreis,2019,218,,
Annual,Number,Burglary,Rhein-Lahn-Kreis,2023,204,,
Annual,Number,Burglary,Westerwaldkreis,2019,386,,
Annual,Number,Burglary,Westerwaldkreis,2023,318,,
Annual,Number,Burglary,Cochem-Zell,2019,114,,
Annual,Number,Burglary,Cochem-Zell,2023,102,,
Annual,Number,Burglary,Rhein-Hunsrück-Kreis,2019,167,,
Annual,Number,Burglary,Rhein-Hunsrück-Kreis,2023,162,,
Annual,Number,Burglary,Trier,2019,1041,,
Annual,Number,Burglary,Trier,2023,1014,,
Annual,Number,Burglary,"Trier, Kreisfreie Stadt",2019,350,,
Annual,Number,Burglary,"Trier, Kreisfreie Stadt",2023,393,,
Annual,Number,Burglary,Bernkastel-Wittlich,2019,171,,
Annual,Number,Burglary,Bernkastel-Wittlich,2023,160,,
Annual,Number,Burglary,Eifelkreis Bitburg-Prüm,2019,138,,
Annual,Number,Burglary,Eifelkreis Bitburg-Prüm,2023,141,,
Annual,Number,Burglary,Vulkaneifel,2019,134,,
Annual,Number,Burglary,Vulkaneifel,2023,102,,
Annual,Number,Burglary,Trier-Saarburg,2019,248,,
Annual,Number,Burglary,Trier-Saarburg,2023,218,,
Annual,Number,Burglary,Rheinhessen-Pfalz,2019,6149,,
Annual,Number,Burglary,Rheinhessen-Pfalz,2023,5272,,
Annual,Number,Burglary,"Frankenthal (Pfalz), Kreisfreie Stadt",2019,123,,
Annual,Number,Burglary,"Frankenthal (Pfalz), Kreisfreie Stadt",2023,136,,
Annual,Number,Burglary,"Kaiserslautern, Kreisfreie Stadt",2019,432,,
Annual,Number,Burglary,"Kaiserslautern, Kreisfreie Stadt",2023,384,,
Annual,Number,Burglary,"Landau in der Pfalz, Kreisfreie Stadt",2019,150,,
Annual,Number,Burglary,"Landau in der Pfalz, Kreisfreie Stadt",2023,238,,
Annual,Number,Burglary,"Ludwigshafen am Rhein, Kreisfreie Stadt",2019,877,,
Annual,Number,Burglary,"Ludwigshafen am Rhein, Kreisfreie Stadt",2023,722,,
Annual,Number,Burglary,"Mainz, Kreisfreie Stadt",2019,907,,
Annual,Number,Burglary,"Mainz, Kreisfreie Stadt",2023,624,,
Annual,Number,Burglary,"Neustadt an der WeinstraÃŸe, Kreisfreie Stadt",2019,148,,
Annual,Number,Burglary,"Neustadt an der WeinstraÃŸe, Kreisfreie Stadt",2023,139,,
Annual,Number,Burglary,"Pirmasens, Kreisfreie Stadt",2019,156,,
Annual,Number,Burglary,"Pirmasens, Kreisfreie Stadt",2023,168,,
Annual,Number,Burglary,"Speyer, Kreisfreie Stadt",2019,273,,
Annual,Number,Burglary,"Speyer, Kreisfreie Stadt",2023,286,,
Annual,Number,Burglary,"Worms, Kreisfreie Stadt",2019,332,,
Annual,Number,Burglary,"Worms, Kreisfreie Stadt",2023,207,,
Annual,Number,Burglary,"Zweibrücken, Kreisfreie Stadt",2019,146,,
Annual,Number,Burglary,"Zweibrücken, Kreisfreie Stadt",2023,90,,
Annual,Number,Burglary,Alzey-Worms,2019,208,,
Annual,Number,Burglary,Alzey-Worms,2023,179,,
Annual,Number,Burglary,Bad Dürkheim,2019,277,,
Annual,Number,Burglary,Bad Dürkheim,2023,267,,
Annual,Number,Burglary,Donnersbergkreis,2019,168,,
Annual,Number,Burglary,Donnersbergkreis,2023,105,,
Annual,Number,Burglary,Germersheim,2019,357,,
Annual,Number,Burglary,Germersheim,2023,329,,
Annual,Number,Burglary,"Kaiserslautern, Landkreis",2019,223,,
Annual,Number,Burglary,"Kaiserslautern, Landkreis",2023,162,,
Annual,Number,Burglary,Kusel,2019,207,,
Annual,Number,Burglary,Kusel,2023,187,,
Annual,Number,Burglary,Südliche WeinstraÃŸe,2019,227,,
Annual,Number,Burglary,Südliche WeinstraÃŸe,2023,261,,
Annual,Number,Burglary,Rhein-Pfalz-Kreis,2019,386,,
Annual,Number,Burglary,Rhein-Pfalz-Kreis,2023,296,,
Annual,Number,Burglary,Mainz-Bingen,2019,401,,
Annual,Number,Burglary,Mainz-Bingen,2023,386,,
Annual,Number,Burglary,Südwestpfalz,2019,151,,
Annual,Number,Burglary,Südwestpfalz,2023,106,,
Annual,Number,Burglary,Saarland,2019,4259,,
Annual,Number,Burglary,Saarland,2023,3547,,
Annual,Number,Burglary,Regionalverband Saarbrücken,2019,1816,,
Annual,Number,Burglary,Regionalverband Saarbrücken,2023,1478,,
Annual,Number,Burglary,Merzig-Wadern,2019,272,,
Annual,Number,Burglary,Merzig-Wadern,2023,280,,
Annual,Number,Burglary,Neunkirchen,2019,644,,
Annual,Number,Burglary,Neunkirchen,2023,437,,
Annual,Number,Burglary,Saarlouis,2019,743,,
Annual,Number,Burglary,Saarlouis,2023,724,,
Annual,Number,Burglary,Saarpfalz-Kreis,2019,549,,
Annual,Number,Burglary,Saarpfalz-Kreis,2023,430,,
Annual,Number,Burglary,St. Wendel,2019,235,,
Annual,Number,Burglary,St. Wendel,2023,198,,
Annual,Number,Burglary,Sachsen,2019,27751,,
Annual,Number,Burglary,Sachsen,2023,19276,,
Annual,Number,Burglary,Dresden,2019,8578,,
Annual,Number,Burglary,Dresden,2023,8697,,
Annual,Number,Burglary,"Dresden, Kreisfreie Stadt",2019,4872,,
Annual,Number,Burglary,"Dresden, Kreisfreie Stadt",2023,5400,,
Annual,Number,Burglary,Bautzen,2019,888,,
Annual,Number,Burglary,Bautzen,2023,827,,
Annual,Number,Burglary,Görlitz,2019,1360,,
Annual,Number,Burglary,Görlitz,2023,1073,,
Annual,Number,Burglary,MeiÃŸen,2019,926,,
Annual,Number,Burglary,MeiÃŸen,2023,756,,
Annual,Number,Burglary,Sächsische Schweiz-Osterzgebirge,2019,532,,
Annual,Number,Burglary,Sächsische Schweiz-Osterzgebirge,2023,641,,
Annual,Number,Burglary,Chemnitz,2019,5771,,
Annual,Number,Burglary,Chemnitz,2023,4167,,
Annual,Number,Burglary,"Chemnitz, Kreisfreie Stadt",2019,2947,,
Annual,Number,Burglary,"Chemnitz, Kreisfreie Stadt",2023,1696,,
Annual,Number,Burglary,Erzgebirgskreis,2019,424,,
Annual,Number,Burglary,Erzgebirgskreis,2023,416,,
Annual,Number,Burglary,Mittelsachsen,2019,814,,
Annual,Number,Burglary,Mittelsachsen,2023,739,,
Annual,Number,Burglary,Vogtlandkreis,2019,728,,
Annual,Number,Burglary,Vogtlandkreis,2023,630,,
Annual,Number,Burglary,Zwickau,2019,858,,
Annual,Number,Burglary,Zwickau,2023,686,,
Annual,Number,Burglary,Leipzig,2019,13402,,
Annual,Number,Burglary,Leipzig,2023,6412,,
Annual,Number,Burglary,"Leipzig, Kreisfreie Stadt",2019,10549,,
Annual,Number,Burglary,"Leipzig, Kreisfreie Stadt",2023,4936,,
Annual,Number,Burglary,Leipzig,2019,1521,,
Annual,Number,Burglary,Leipzig,2023,707,,
Annual,Number,Burglary,Nordsachsen,2019,1332,,
Annual,Number,Burglary,Nordsachsen,2023,769,,
Annual,Number,Burglary,Sachsen-Anhalt,2019,15430,,
Annual,Number,Burglary,Sachsen-Anhalt,2023,11795,,
Annual,Number,Burglary,"Dessau-RoÃŸlau, Kreisfreie Stadt",2019,779,,
Annual,Number,Burglary,"Dessau-RoÃŸlau, Kreisfreie Stadt",2023,396,,
Annual,Number,Burglary,"Halle (Saale), Kreisfreie Stadt",2019,3420,,
Annual,Number,Burglary,"Halle (Saale), Kreisfreie Stadt",2023,3164,,
Annual,Number,Burglary,"Magdeburg, Kreisfreie Stadt",2019,2977,,
Annual,Number,Burglary,"Magdeburg, Kreisfreie Stadt",2023,1813,,
Annual,Number,Burglary,Altmarkkreis Salzwedel,2019,253,,
Annual,Number,Burglary,Altmarkkreis Salzwedel,2023,173,,
Annual,Number,Burglary,Anhalt-Bitterfeld,2019,830,,
Annual,Number,Burglary,Anhalt-Bitterfeld,2023,570,,
Annual,Number,Burglary,Jerichower Land,2019,336,,
Annual,Number,Burglary,Jerichower Land,2023,362,,
Annual,Number,Burglary,Börde,2019,831,,
Annual,Number,Burglary,Börde,2023,693,,
Annual,Number,Burglary,Burgenlandkreis,2019,888,,
Annual,Number,Burglary,Burgenlandkreis,2023,801,,
Annual,Number,Burglary,Harz,2019,1392,,
Annual,Number,Burglary,Harz,2023,857,,
Annual,Number,Burglary,Mansfeld-Südharz,2019,653,,
Annual,Number,Burglary,Mansfeld-Südharz,2023,387,,
Annual,Number,Burglary,Saalekreis,2019,893,,
Annual,Number,Burglary,Saalekreis,2023,948,,
Annual,Number,Burglary,Salzlandkreis,2019,1143,,
Annual,Number,Burglary,Salzlandkreis,2023,754,,
Annual,Number,Burglary,Stendal,2019,394,,
Annual,Number,Burglary,Stendal,2023,397,,
Annual,Number,Burglary,Wittenberg,2019,641,,
Annual,Number,Burglary,Wittenberg,2023,480,,
Annual,Number,Burglary,Schleswig-Holstein,2019,13275,,
Annual,Number,Burglary,Schleswig-Holstein,2023,12250,,
Annual,Number,Burglary,"Flensburg, Kreisfreie Stadt",2019,768,,
Annual,Number,Burglary,"Flensburg, Kreisfreie Stadt",2023,508,,
Annual,Number,Burglary,"Kiel, Kreisfreie Stadt",2019,1911,,
Annual,Number,Burglary,"Kiel, Kreisfreie Stadt",2023,2742,,
Annual,Number,Burglary,"Lübeck, Kreisfreie Stadt",2019,1057,,
Annual,Number,Burglary,"Lübeck, Kreisfreie Stadt",2023,1228,,
Annual,Number,Burglary,"Neumünster, Kreisfreie Stadt",2019,547,,
Annual,Number,Burglary,"Neumünster, Kreisfreie Stadt",2023,930,,
Annual,Number,Burglary,Dithmarschen,2019,369,,
Annual,Number,Burglary,Dithmarschen,2023,380,,
Annual,Number,Burglary,Herzogtum Lauenburg,2019,821,,
Annual,Number,Burglary,Herzogtum Lauenburg,2023,574,,
Annual,Number,Burglary,Nordfriesland,2019,537,,
Annual,Number,Burglary,Nordfriesland,2023,496,,
Annual,Number,Burglary,Ostholstein,2019,712,,
Annual,Number,Burglary,Ostholstein,2023,664,,
Annual,Number,Burglary,Pinneberg,2019,1237,,
Annual,Number,Burglary,Pinneberg,2023,1051,,
Annual,Number,Burglary,Plön,2019,420,,
Annual,Number,Burglary,Plön,2023,315,,
Annual,Number,Burglary,Rendsburg-Eckernförde,2019,1159,,
Annual,Number,Burglary,Rendsburg-Eckernförde,2023,857,,
Annual,Number,Burglary,Schleswig-Flensburg,2019,952,,
Annual,Number,Burglary,Schleswig-Flensburg,2023,670,,
Annual,Number,Burglary,Segeberg,2019,955,,
Annual,Number,Burglary,Segeberg,2023,617,,
Annual,Number,Burglary,Steinburg,2019,377,,
Annual,Number,Burglary,Steinburg,2023,354,,
Annual,Number,Burglary,Stormarn,2019,1453,,
Annual,Number,Burglary,Stormarn,2023,864,,
Annual,Number,Burglary,Thüringen,2019,5999,,
Annual,Number,Burglary,Thüringen,2023,7352,,
Annual,Number,Burglary,"Erfurt, Kreisfreie Stadt",2019,1545,,
Annual,Number,Burglary,"Erfurt, Kreisfreie Stadt",2023,1971,,
Annual,Number,Burglary,"Gera, Kreisfreie Stadt",2019,327,,
Annual,Number,Burglary,"Gera, Kreisfreie Stadt",2023,573,,
Annual,Number,Burglary,"Jena, Kreisfreie Stadt",2019,511,,
Annual,Number,Burglary,"Jena, Kreisfreie Stadt",2023,309,,
Annual,Number,Burglary,"Suhl, Kreisfreie Stadt (NUTS 2021)",2019,82,,
Annual,Number,Burglary,"Suhl, Kreisfreie Stadt (NUTS 2021)",2023,100,,
Annual,Number,Burglary,"Weimar, Kreisfreie Stadt",2019,234,,
Annual,Number,Burglary,"Weimar, Kreisfreie Stadt",2023,193,,
Annual,Number,Burglary,Eichsfeld,2019,152,,
Annual,Number,Burglary,Eichsfeld,2023,189,,
Annual,Number,Burglary,Nordhausen,2019,316,,
Annual,Number,Burglary,Nordhausen,2023,293,,
Annual,Number,Burglary,Unstrut-Hainich-Kreis,2019,222,,
Annual,Number,Burglary,Unstrut-Hainich-Kreis,2023,391,,
Annual,Number,Burglary,Kyffhäuserkreis,2019,275,,
Annual,Number,Burglary,Kyffhäuserkreis,2023,193,,
Annual,Number,Burglary,Schmalkalden-Meiningen (NUTS 2021),2019,145,,
Annual,Number,Burglary,Schmalkalden-Meiningen (NUTS 2021),2023,176,,
Annual,Number,Burglary,Gotha,2019,267,,
Annual,Number,Burglary,Gotha,2023,535,,
Annual,Number,Burglary,Sömmerda,2019,143,,
Annual,Number,Burglary,Sömmerda,2023,198,,
Annual,Number,Burglary,Hildburghausen,2019,41,,
Annual,Number,Burglary,Hildburghausen,2023,129,,
Annual,Number,Burglary,Ilm-Kreis (NUTS 2021),2019,297,,
Annual,Number,Burglary,Ilm-Kreis (NUTS 2021),2023,361,,
Annual,Number,Burglary,Weimarer Land,2019,190,,
Annual,Number,Burglary,Weimarer Land,2023,183,,
Annual,Number,Burglary,Sonneberg (NUTS 2021),2019,296,,
Annual,Number,Burglary,Sonneberg (NUTS 2021),2023,234,,
Annual,Number,Burglary,Saalfeld-Rudolstadt (NUTS 2021),2019,167,,
Annual,Number,Burglary,Saalfeld-Rudolstadt (NUTS 2021),2023,294,,
Annual,Number,Burglary,Saale-Holzland-Kreis,2019,153,,
Annual,Number,Burglary,Saale-Holzland-Kreis,2023,161,,
Annual,Number,Burglary,Saale-Orla-Kreis,2019,107,,
Annual,Number,Burglary,Saale-Orla-Kreis,2023,219,,
Annual,Number,Burglary,Greiz,2019,99,,
Annual,Number,Burglary,Greiz,2023,116,,
Annual,Number,Burglary,Altenburger Land,2019,210,,
Annual,Number,Burglary,Altenburger Land,2023,220,,
Annual,Number,Burglary,"Eisenach, Kreisfreie Stadt (NUTS 2021)",2019,101,,
Annual,Number,Burglary,"Eisenach, Kreisfreie Stadt (NUTS 2021)",2023,0,,
Annual,Number,Burglary,Wartburgkreis (NUTS 2021),2019,119,,
Annual,Number,Burglary,Wartburgkreis (NUTS 2021),2023,314,,
Annual,Number,Burglary,Extra-Regio NUTS 1,2019,141,,
Annual,Number,Burglary,Extra-Regio NUTS 1,2023,206,,
Annual,Number,Burglary,Extra-Regio NUTS 2,2019,141,,
Annual,Number,Burglary,Extra-Regio NUTS 2,2023,206,,
Annual,Number,Burglary,Extra-Regio NUTS 3,2019,141,,
