freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
Annual,Number,Intentional homicide,"Karditsa, Trikala",2020,1,,
Annual,Number,Intentional homicide,"Karditsa, Trikala",2021,0,,
Annual,Number,Intentional homicide,"Karditsa, Trikala",2022,0,,
Annual,Number,Intentional homicide,"Karditsa, Trikala",2023,0,,
Annual,Number,Intentional homicide,Larisa,2019,0,,
Annual,Number,Intentional homicide,Larisa,2020,2,,
Annual,Number,Intentional homicide,Larisa,2021,3,,
Annual,Number,Intentional homicide,Larisa,2022,1,,
Annual,Number,Intentional homicide,Larisa,2023,2,,
Annual,Number,Intentional homicide,"Magnisia, Sporades",2019,1,,
Annual,Number,Intentional homicide,"Magnisia, Sporades",2020,1,,
Annual,Number,Intentional homicide,"Magnisia, Sporades",2021,5,,
Annual,Number,Intentional homicide,"Magnisia, Sporades",2022,0,,
Annual,Number,Intentional homicide,"Magnisia, Sporades",2023,0,,
Annual,Number,Intentional homicide,Ionia Nisia,2019,1,,
Annual,Number,Intentional homicide,Ionia Nisia,2020,1,,
Annual,Number,Intentional homicide,Ionia Nisia,2021,2,,
Annual,Number,Intentional homicide,Ionia Nisia,2022,1,,
Annual,Number,Intentional homicide,Ionia Nisia,2023,2,,
Annual,Number,Intentional homicide,Zakynthos,2019,0,,
Annual,Number,Intentional homicide,Zakynthos,2020,0,,
Annual,Number,Intentional homicide,Zakynthos,2021,1,,
Annual,Number,Intentional homicide,Zakynthos,2022,1,,
Annual,Number,Intentional homicide,Zakynthos,2023,0,,
Annual,Number,Intentional homicide,Kerkyra,2019,1,,
Annual,Number,Intentional homicide,Kerkyra,2020,1,,
Annual,Number,Intentional homicide,Kerkyra,2021,1,,
Annual,Number,Intentional homicide,Kerkyra,2022,0,,
Annual,Number,Intentional homicide,Kerkyra,2023,2,,
Annual,Number,Intentional homicide,"Ithaki, Kefallinia",2019,0,,
Annual,Number,Intentional homicide,"Ithaki, Kefallinia",2020,0,,
Annual,Number,Intentional homicide,"Ithaki, Kefallinia",2021,0,,
Annual,Number,Intentional homicide,"Ithaki, Kefallinia",2022,0,,
Annual,Number,Intentional homicide,"Ithaki, Kefallinia",2023,0,,
Annual,Number,Intentional homicide,Lefkada,2019,0,,
Annual,Number,Intentional homicide,Lefkada,2020,0,,
Annual,Number,Intentional homicide,Lefkada,2021,0,,
Annual,Number,Intentional homicide,Lefkada,2022,0,,
Annual,Number,Intentional homicide,Lefkada,2023,0,,
Annual,Number,Intentional homicide,Dytiki Elláda,2019,3,,
Annual,Number,Intentional homicide,Dytiki Elláda,2020,3,,
Annual,Number,Intentional homicide,Dytiki Elláda,2021,4,,
Annual,Number,Intentional homicide,Dytiki Elláda,2022,3,,
Annual,Number,Intentional homicide,Dytiki Elláda,2023,4,,
Annual,Number,Intentional homicide,Aitoloakarnania,2019,0,,
Annual,Number,Intentional homicide,Aitoloakarnania,2020,0,,
Annual,Number,Intentional homicide,Aitoloakarnania,2021,2,,
Annual,Number,Intentional homicide,Aitoloakarnania,2022,0,,
Annual,Number,Intentional homicide,Aitoloakarnania,2023,0,,
Annual,Number,Intentional homicide,Achaia,2019,2,,
Annual,Number,Intentional homicide,Achaia,2020,1,,
Annual,Number,Intentional homicide,Achaia,2021,1,,
Annual,Number,Intentional homicide,Achaia,2022,0,,
Annual,Number,Intentional homicide,Achaia,2023,3,,
Annual,Number,Intentional homicide,Ileia,2019,1,,
Annual,Number,Intentional homicide,Ileia,2020,2,,
Annual,Number,Intentional homicide,Ileia,2021,1,,
Annual,Number,Intentional homicide,Ileia,2022,3,,
Annual,Number,Intentional homicide,Ileia,2023,1,,
Annual,Number,Intentional homicide,Sterea Elláda,2019,2,,
Annual,Number,Intentional homicide,Sterea Elláda,2020,2,,
Annual,Number,Intentional homicide,Sterea Elláda,2021,4,,
Annual,Number,Intentional homicide,Sterea Elláda,2022,2,,
Annual,Number,Intentional homicide,Sterea Elláda,2023,5,,
Annual,Number,Intentional homicide,Voiotia,2019,1,,
Annual,Number,Intentional homicide,Voiotia,2020,0,,
Annual,Number,Intentional homicide,Voiotia,2021,1,,
Annual,Number,Intentional homicide,Voiotia,2022,2,,
Annual,Number,Intentional homicide,Voiotia,2023,1,,
Annual,Number,Intentional homicide,Evvoia,2019,0,,
Annual,Number,Intentional homicide,Evvoia,2020,1,,
Annual,Number,Intentional homicide,Evvoia,2021,1,,
Annual,Number,Intentional homicide,Evvoia,2022,0,,
Annual,Number,Intentional homicide,Evvoia,2023,2,,
Annual,Number,Intentional homicide,Evrytania,2019,0,,
Annual,Number,Intentional homicide,Evrytania,2020,0,,
Annual,Number,Intentional homicide,Evrytania,2021,0,,
Annual,Number,Intentional homicide,Evrytania,2022,0,,
Annual,Number,Intentional homicide,Evrytania,2023,1,,
Annual,Number,Intentional homicide,Fthiotida,2019,1,,
Annual,Number,Intentional homicide,Fthiotida,2020,1,,
Annual,Number,Intentional homicide,Fthiotida,2021,2,,
Annual,Number,Intentional homicide,Fthiotida,2022,0,,
Annual,Number,Intentional homicide,Fthiotida,2023,0,,
Annual,Number,Intentional homicide,Fokida,2019,0,,
Annual,Number,Intentional homicide,Fokida,2020,0,,
Annual,Number,Intentional homicide,Fokida,2021,0,,
Annual,Number,Intentional homicide,Fokida,2022,0,,
Annual,Number,Intentional homicide,Fokida,2023,1,,
Annual,Number,Intentional homicide,Peloponnisos,2019,3,,
Annual,Number,Intentional homicide,Peloponnisos,2020,5,,
Annual,Number,Intentional homicide,Peloponnisos,2021,5,,
Annual,Number,Intentional homicide,Peloponnisos,2022,4,,
Annual,Number,Intentional homicide,Peloponnisos,2023,4,,
Annual,Number,Intentional homicide,"Argolida, Arkadia",2019,0,,
Annual,Number,Intentional homicide,"Argolida, Arkadia",2020,1,,
Annual,Number,Intentional homicide,"Argolida, Arkadia",2021,1,,
Annual,Number,Intentional homicide,"Argolida, Arkadia",2022,0,,
Annual,Number,Intentional homicide,"Argolida, Arkadia",2023,1,,
Annual,Number,Intentional homicide,Korinthia,2019,2,,
Annual,Number,Intentional homicide,Korinthia,2020,2,,
Annual,Number,Intentional homicide,Korinthia,2021,0,,
Annual,Number,Intentional homicide,Korinthia,2022,0,,
Annual,Number,Intentional homicide,Korinthia,2023,1,,
Annual,Number,Intentional homicide,"Lakonia, Messinia",2019,1,,
Annual,Number,Intentional homicide,"Lakonia, Messinia",2020,2,,
Annual,Number,Intentional homicide,"Lakonia, Messinia",2021,4,,
Annual,Number,Intentional homicide,"Lakonia, Messinia",2022,4,,
Annual,Number,Intentional homicide,"Lakonia, Messinia",2023,2,,
Annual,Number,Intentional homicide,Spain,2019,331,,
Annual,Number,Intentional homicide,Spain,2020,298,,
Annual,Number,Intentional homicide,Spain,2021,290,,
Annual,Number,Intentional homicide,Spain,2022,325,,
Annual,Number,Intentional homicide,Spain,2023,333,,
Annual,Number,Intentional homicide,Noroeste,2019,29,,
Annual,Number,Intentional homicide,Noroeste,2020,17,,
Annual,Number,Intentional homicide,Noroeste,2021,23,,
Annual,Number,Intentional homicide,Noroeste,2022,14,,
Annual,Number,Intentional homicide,Noroeste,2023,24,,
Annual,Number,Intentional homicide,Galicia,2019,16,,
Annual,Number,Intentional homicide,Galicia,2020,11,,
Annual,Number,Intentional homicide,Galicia,2021,18,,
Annual,Number,Intentional homicide,Galicia,2022,7,,
Annual,Number,Intentional homicide,Galicia,2023,18,,
Annual,Number,Intentional homicide,A CoruÃ±a,2019,5,,
Annual,Number,Intentional homicide,A CoruÃ±a,2020,2,,
Annual,Number,Intentional homicide,A CoruÃ±a,2021,7,,
Annual,Number,Intentional homicide,A CoruÃ±a,2022,1,,
Annual,Number,Intentional homicide,A CoruÃ±a,2023,12,,
Annual,Number,Intentional homicide,Lugo,2019,4,,
Annual,Number,Intentional homicide,Lugo,2020,2,,
Annual,Number,Intentional homicide,Lugo,2021,1,,
Annual,Number,Intentional homicide,Lugo,2022,1,,
Annual,Number,Intentional homicide,Lugo,2023,1,,
Annual,Number,Intentional homicide,Ourense,2019,0,,
Annual,Number,Intentional homicide,Ourense,2020,2,,
Annual,Number,Intentional homicide,Ourense,2021,4,,
Annual,Number,Intentional homicide,Ourense,2022,0,,
Annual,Number,Intentional homicide,Ourense,2023,0,,
Annual,Number,Intentional homicide,Pontevedra,2019,7,,
Annual,Number,Intentional homicide,Pontevedra,2020,5,,
Annual,Number,Intentional homicide,Pontevedra,2021,6,,
Annual,Number,Intentional homicide,Pontevedra,2022,5,,
Annual,Number,Intentional homicide,Pontevedra,2023,5,,
Annual,Number,Intentional homicide,Principado de Asturias,2019,7,,
Annual,Number,Intentional homicide,Principado de Asturias,2020,5,,
Annual,Number,Intentional homicide,Principado de Asturias,2021,1,,
Annual,Number,Intentional homicide,Principado de Asturias,2022,6,,
Annual,Number,Intentional homicide,Principado de Asturias,2023,6,,
Annual,Number,Intentional homicide,Asturias,2019,7,,
Annual,Number,Intentional homicide,Asturias,2020,5,,
Annual,Number,Intentional homicide,Asturias,2021,1,,
Annual,Number,Intentional homicide,Asturias,2022,6,,
Annual,Number,Intentional homicide,Asturias,2023,6,,
Annual,Number,Intentional homicide,Cantabria,2019,6,,
Annual,Number,Intentional homicide,Cantabria,2020,1,,
Annual,Number,Intentional homicide,Cantabria,2021,4,,
Annual,Number,Intentional homicide,Cantabria,2022,1,,
Annual,Number,Intentional homicide,Cantabria,2023,0,,
Annual,Number,Intentional homicide,Noreste,2019,21,,
Annual,Number,Intentional homicide,Noreste,2020,23,,
Annual,Number,Intentional homicide,Noreste,2021,21,,
Annual,Number,Intentional homicide,Noreste,2022,22,,
Annual,Number,Intentional homicide,Noreste,2023,24,,
Annual,Number,Intentional homicide,PaÃ­s Vasco,2019,10,,
Annual,Number,Intentional homicide,PaÃ­s Vasco,2020,13,,
Annual,Number,Intentional homicide,PaÃ­s Vasco,2021,11,,
Annual,Number,Intentional homicide,PaÃ­s Vasco,2022,8,,
Annual,Number,Intentional homicide,PaÃ­s Vasco,2023,6,,
Annual,Number,Intentional homicide,Araba/Ãlava,2019,1,,
Annual,Number,Intentional homicide,Araba/Ãlava,2020,1,,
Annual,Number,Intentional homicide,Araba/Ãlava,2021,2,,
Annual,Number,Intentional homicide,Araba/Ãlava,2022,0,,
Annual,Number,Intentional homicide,Araba/Ãlava,2023,1,,
Annual,Number,Intentional homicide,Gipuzkoa,2019,5,,
Annual,Number,Intentional homicide,Gipuzkoa,2020,4,,
Annual,Number,Intentional homicide,Gipuzkoa,2021,3,,
Annual,Number,Intentional homicide,Gipuzkoa,2022,3,,
Annual,Number,Intentional homicide,Gipuzkoa,2023,2,,
Annual,Number,Intentional homicide,Bizkaia,2019,4,,
Annual,Number,Intentional homicide,Bizkaia,2020,8,,
Annual,Number,Intentional homicide,Bizkaia,2021,6,,
Annual,Number,Intentional homicide,Bizkaia,2022,5,,
Annual,Number,Intentional homicide,Bizkaia,2023,3,,
Annual,Number,Intentional homicide,Comunidad Foral de Navarra,2019,5,,
Annual,Number,Intentional homicide,Comunidad Foral de Navarra,2020,1,,
Annual,Number,Intentional homicide,Comunidad Foral de Navarra,2021,2,,
Annual,Number,Intentional homicide,Comunidad Foral de Navarra,2022,3,,
Annual,Number,Intentional homicide,Comunidad Foral de Navarra,2023,6,,
Annual,Number,Intentional homicide,Navarra,2019,5,,
Annual,Number,Intentional homicide,Navarra,2020,1,,
Annual,Number,Intentional homicide,Navarra,2021,2,,
Annual,Number,Intentional homicide,Navarra,2022,3,,
Annual,Number,Intentional homicide,Navarra,2023,6,,
Annual,Number,Intentional homicide,La Rioja,2019,0,,
Annual,Number,Intentional homicide,La Rioja,2020,5,,
Annual,Number,Intentional homicide,La Rioja,2021,3,,
Annual,Number,Intentional homicide,La Rioja,2022,1,,
Annual,Number,Intentional homicide,La Rioja,2023,3,,
Annual,Number,Intentional homicide,Aragón,2019,6,,
Annual,Number,Intentional homicide,Aragón,2020,4,,
Annual,Number,Intentional homicide,Aragón,2021,5,,
Annual,Number,Intentional homicide,Aragón,2022,10,,
Annual,Number,Intentional homicide,Aragón,2023,9,,
Annual,Number,Intentional homicide,Huesca,2019,0,,
Annual,Number,Intentional homicide,Huesca,2020,1,,
Annual,Number,Intentional homicide,Huesca,2021,1,,
Annual,Number,Intentional homicide,Huesca,2022,0,,
Annual,Number,Intentional homicide,Huesca,2023,1,,
Annual,Number,Intentional homicide,Teruel,2019,2,,
Annual,Number,Intentional homicide,Teruel,2020,1,,
Annual,Number,Intentional homicide,Teruel,2021,0,,
Annual,Number,Intentional homicide,Teruel,2022,1,,
Annual,Number,Intentional homicide,Teruel,2023,1,,
Annual,Number,Intentional homicide,Zaragoza,2019,4,,
Annual,Number,Intentional homicide,Zaragoza,2020,2,,
Annual,Number,Intentional homicide,Zaragoza,2021,4,,
Annual,Number,Intentional homicide,Zaragoza,2022,9,,
Annual,Number,Intentional homicide,Zaragoza,2023,7,,
Annual,Number,Intentional homicide,Comunidad de Madrid,2019,32,,
Annual,Number,Intentional homicide,Comunidad de Madrid,2020,38,,
Annual,Number,Intentional homicide,Comunidad de Madrid,2021,37,,
Annual,Number,Intentional homicide,Comunidad de Madrid,2022,47,,
Annual,Number,Intentional homicide,Comunidad de Madrid,2023,33,,
Annual,Number,Intentional homicide,Madrid,2019,32,,
Annual,Number,Intentional homicide,Madrid,2020,38,,
Annual,Number,Intentional homicide,Madrid,2021,37,,
Annual,Number,Intentional homicide,Madrid,2022,47,,
Annual,Number,Intentional homicide,Madrid,2023,33,,
Annual,Number,Intentional homicide,Centro (ES),2019,24,,
Annual,Number,Intentional homicide,Centro (ES),2020,42,,
Annual,Number,Intentional homicide,Centro (ES),2021,27,,
Annual,Number,Intentional homicide,Centro (ES),2022,37,,
Annual,Number,Intentional homicide,Centro (ES),2023,29,,
Annual,Number,Intentional homicide,Castilla y León,2019,8,,
Annual,Number,Intentional homicide,Castilla y León,2020,16,,
Annual,Number,Intentional homicide,Castilla y León,2021,13,,
Annual,Number,Intentional homicide,Castilla y León,2022,16,,
Annual,Number,Intentional homicide,Castilla y León,2023,10,,
Annual,Number,Intentional homicide,Ãvila,2019,0,,
Annual,Number,Intentional homicide,Ãvila,2020,3,,
Annual,Number,Intentional homicide,Ãvila,2021,0,,
Annual,Number,Intentional homicide,Ãvila,2022,1,,
Annual,Number,Intentional homicide,Ãvila,2023,1,,
Annual,Number,Intentional homicide,Burgos,2019,4,,
Annual,Number,Intentional homicide,Burgos,2020,1,,
Annual,Number,Intentional homicide,Burgos,2021,0,,
Annual,Number,Intentional homicide,Burgos,2022,2,,
Annual,Number,Intentional homicide,Burgos,2023,1,,
Annual,Number,Intentional homicide,León,2019,0,,
Annual,Number,Intentional homicide,León,2020,4,,
Annual,Number,Intentional homicide,León,2021,5,,
Annual,Number,Intentional homicide,León,2022,2,,
Annual,Number,Intentional homicide,León,2023,3,,
Annual,Number,Intentional homicide,Palencia,2019,0,,
Annual,Number,Intentional homicide,Palencia,2020,1,,
Annual,Number,Intentional homicide,Palencia,2021,2,,
Annual,Number,Intentional homicide,Palencia,2022,1,,
Annual,Number,Intentional homicide,Palencia,2023,0,,
Annual,Number,Intentional homicide,Salamanca,2019,0,,
Annual,Number,Intentional homicide,Salamanca,2020,2,,
Annual,Number,Intentional homicide,Salamanca,2021,1,,
Annual,Number,Intentional homicide,Salamanca,2022,0,,
Annual,Number,Intentional homicide,Salamanca,2023,2,,
Annual,Number,Intentional homicide,Segovia,2019,1,,
Annual,Number,Intentional homicide,Segovia,2020,3,,
Annual,Number,Intentional homicide,Segovia,2021,2,,
Annual,Number,Intentional homicide,Segovia,2022,0,,
Annual,Number,Intentional homicide,Segovia,2023,0,,
Annual,Number,Intentional homicide,Soria,2019,1,,
Annual,Number,Intentional homicide,Soria,2020,0,,
Annual,Number,Intentional homicide,Soria,2021,1,,
Annual,Number,Intentional homicide,Soria,2022,2,,
Annual,Number,Intentional homicide,Soria,2023,0,,
Annual,Number,Intentional homicide,Valladolid,2019,1,,
Annual,Number,Intentional homicide,Valladolid,2020,2,,
Annual,Number,Intentional homicide,Valladolid,2021,2,,
Annual,Number,Intentional homicide,Valladolid,2022,8,,
Annual,Number,Intentional homicide,Valladolid,2023,2,,
Annual,Number,Intentional homicide,Zamora,2019,1,,
Annual,Number,Intentional homicide,Zamora,2020,0,,
Annual,Number,Intentional homicide,Zamora,2021,0,,
Annual,Number,Intentional homicide,Zamora,2022,0,,
Annual,Number,Intentional homicide,Zamora,2023,1,,
Annual,Number,Intentional homicide,Castilla-La Mancha,2019,11,,
Annual,Number,Intentional homicide,Castilla-La Mancha,2020,17,,
Annual,Number,Intentional homicide,Castilla-La Mancha,2021,10,,
Annual,Number,Intentional homicide,Castilla-La Mancha,2022,18,,
Annual,Number,Intentional homicide,Castilla-La Mancha,2023,15,,
Annual,Number,Intentional homicide,Albacete,2019,0,,
Annual,Number,Intentional homicide,Albacete,2020,2,,
Annual,Number,Intentional homicide,Albacete,2021,1,,
Annual,Number,Intentional homicide,Albacete,2022,2,,
Annual,Number,Intentional homicide,Albacete,2023,5,,
Annual,Number,Intentional homicide,Ciudad Real,2019,4,,
Annual,Number,Intentional homicide,Ciudad Real,2020,4,,
Annual,Number,Intentional homicide,Ciudad Real,2021,2,,
Annual,Number,Intentional homicide,Ciudad Real,2022,5,,
Annual,Number,Intentional homicide,Ciudad Real,2023,3,,
Annual,Number,Intentional homicide,Cuenca,2019,4,,
Annual,Number,Intentional homicide,Cuenca,2020,0,,
Annual,Number,Intentional homicide,Cuenca,2021,1,,
Annual,Number,Intentional homicide,Cuenca,2022,2,,
Annual,Number,Intentional homicide,Cuenca,2023,3,,
Annual,Number,Intentional homicide,Guadalajara,2019,0,,
Annual,Number,Intentional homicide,Guadalajara,2020,1,,
Annual,Number,Intentional homicide,Guadalajara,2021,1,,
Annual,Number,Intentional homicide,Guadalajara,2022,2,,
Annual,Number,Intentional homicide,Guadalajara,2023,1,,
Annual,Number,Intentional homicide,Toledo,2019,3,,
Annual,Number,Intentional homicide,Toledo,2020,10,,
Annual,Number,Intentional homicide,Toledo,2021,5,,
Annual,Number,Intentional homicide,Toledo,2022,7,,
Annual,Number,Intentional homicide,Toledo,2023,3,,
Annual,Number,Intentional homicide,Extremadura,2019,5,,
Annual,Number,Intentional homicide,Extremadura,2020,9,,
Annual,Number,Intentional homicide,Extremadura,2021,4,,
Annual,Number,Intentional homicide,Extremadura,2022,3,,
Annual,Number,Intentional homicide,Extremadura,2023,4,,
Annual,Number,Intentional homicide,Badajoz,2019,2,,
Annual,Number,Intentional homicide,Badajoz,2020,4,,
Annual,Number,Intentional homicide,Badajoz,2021,3,,
Annual,Number,Intentional homicide,Badajoz,2022,1,,
Annual,Number,Intentional homicide,Badajoz,2023,2,,
Annual,Number,Intentional homicide,Cáceres,2019,3,,
Annual,Number,Intentional homicide,Cáceres,2020,5,,
Annual,Number,Intentional homicide,Cáceres,2021,1,,
Annual,Number,Intentional homicide,Cáceres,2022,2,,
Annual,Number,Intentional homicide,Cáceres,2023,2,,
Annual,Number,Intentional homicide,Este,2019,104,,
Annual,Number,Intentional homicide,Este,2020,92,,
Annual,Number,Intentional homicide,Este,2021,95,,
Annual,Number,Intentional homicide,Este,2022,102,,
Annual,Number,Intentional homicide,Este,2023,113,,
Annual,Number,Intentional homicide,CataluÃ±a,2019,58,,
Annual,Number,Intentional homicide,CataluÃ±a,2020,48,,
Annual,Number,Intentional homicide,CataluÃ±a,2021,54,,
Annual,Number,Intentional homicide,CataluÃ±a,2022,62,,
Annual,Number,Intentional homicide,CataluÃ±a,2023,71,,
Annual,Number,Intentional homicide,Barcelona,2019,44,,
Annual,Number,Intentional homicide,Barcelona,2020,36,,
Annual,Number,Intentional homicide,Barcelona,2021,36,,
Annual,Number,Intentional homicide,Barcelona,2022,35,,
Annual,Number,Intentional homicide,Barcelona,2023,46,,
Annual,Number,Intentional homicide,Girona,2019,8,,
Annual,Number,Intentional homicide,Girona,2020,7,,
Annual,Number,Intentional homicide,Girona,2021,6,,
Annual,Number,Intentional homicide,Girona,2022,10,,
Annual,Number,Intentional homicide,Girona,2023,8,,
Annual,Number,Intentional homicide,Lleida,2019,0,,
Annual,Number,Intentional homicide,Lleida,2020,2,,
Annual,Number,Intentional homicide,Lleida,2021,2,,
Annual,Number,Intentional homicide,Lleida,2022,7,,
Annual,Number,Intentional homicide,Lleida,2023,3,,
Annual,Number,Intentional homicide,Tarragona,2019,6,,
Annual,Number,Intentional homicide,Tarragona,2020,3,,
Annual,Number,Intentional homicide,Tarragona,2021,10,,
Annual,Number,Intentional homicide,Tarragona,2022,10,,
Annual,Number,Intentional homicide,Tarragona,2023,14,,
Annual,Number,Intentional homicide,Comunitat Valenciana,2019,40,,
Annual,Number,Intentional homicide,Comunitat Valenciana,2020,37,,
Annual,Number,Intentional homicide,Comunitat Valenciana,2021,35,,
Annual,Number,Intentional homicide,Comunitat Valenciana,2022,37,,
Annual,Number,Intentional homicide,Comunitat Valenciana,2023,34,,
Annual,Number,Intentional homicide,Alicante/Alacant,2019,14,,
Annual,Number,Intentional homicide,Alicante/Alacant,2020,18,,
Annual,Number,Intentional homicide,Alicante/Alacant,2021,10,,
Annual,Number,Intentional homicide,Alicante/Alacant,2022,12,,
Annual,Number,Intentional homicide,Alicante/Alacant,2023,11,,
Annual,Number,Intentional homicide,Castellón/Castelló,2019,2,,
Annual,Number,Intentional homicide,Castellón/Castelló,2020,5,,
Annual,Number,Intentional homicide,Castellón/Castelló,2021,3,,
Annual,Number,Intentional homicide,Castellón/Castelló,2022,2,,
Annual,Number,Intentional homicide,Castellón/Castelló,2023,5,,
Annual,Number,Intentional homicide,Valencia/ValÃ¨ncia,2019,24,,
Annual,Number,Intentional homicide,Valencia/ValÃ¨ncia,2020,14,,
Annual,Number,Intentional homicide,Valencia/ValÃ¨ncia,2021,22,,
Annual,Number,Intentional homicide,Valencia/ValÃ¨ncia,2022,23,,
Annual,Number,Intentional homicide,Valencia/ValÃ¨ncia,2023,18,,
Annual,Number,Intentional homicide,Illes Balears,2019,6,,
Annual,Number,Intentional homicide,Illes Balears,2020,7,,
Annual,Number,Intentional homicide,Illes Balears,2021,6,,
Annual,Number,Intentional homicide,Illes Balears,2022,3,,
Annual,Number,Intentional homicide,Illes Balears,2023,8,,
Annual,Number,Intentional homicide,Eivissa y Formentera,2019,2,,
Annual,Number,Intentional homicide,Eivissa y Formentera,2020,2,,
Annual,Number,Intentional homicide,Eivissa y Formentera,2021,1,,
Annual,Number,Intentional homicide,Eivissa y Formentera,2022,1,,
Annual,Number,Intentional homicide,Eivissa y Formentera,2023,1,,
Annual,Number,Intentional homicide,Mallorca,2019,3,,
Annual,Number,Intentional homicide,Mallorca,2020,4,,
Annual,Number,Intentional homicide,Mallorca,2021,5,,
Annual,Number,Intentional homicide,Mallorca,2022,2,,
Annual,Number,Intentional homicide,Mallorca,2023,7,,
Annual,Number,Intentional homicide,Menorca,2019,1,,
Annual,Number,Intentional homicide,Menorca,2020,1,,
Annual,Number,Intentional homicide,Menorca,2021,0,,
Annual,Number,Intentional homicide,Menorca,2022,0,,
Annual,Number,Intentional homicide,Menorca,2023,0,,
Annual,Number,Intentional homicide,Sur,2019,100,,
Annual,Number,Intentional homicide,Sur,2020,73,,
Annual,Number,Intentional homicide,Sur,2021,71,,
Annual,Number,Intentional homicide,Sur,2022,88,,
Annual,Number,Intentional homicide,Sur,2023,91,,
Annual,Number,Intentional homicide,AndalucÃ­a,2019,82,,
Annual,Number,Intentional homicide,AndalucÃ­a,2020,61,,
Annual,Number,Intentional homicide,AndalucÃ­a,2021,55,,
Annual,Number,Intentional homicide,AndalucÃ­a,2022,74,,
Annual,Number,Intentional homicide,AndalucÃ­a,2023,71,,
Annual,Number,Intentional homicide,AlmerÃ­a,2019,9,,
Annual,Number,Intentional homicide,AlmerÃ­a,2020,6,,
Annual,Number,Intentional homicide,AlmerÃ­a,2021,8,,
Annual,Number,Intentional homicide,AlmerÃ­a,2022,9,,
Annual,Number,Intentional homicide,AlmerÃ­a,2023,8,,
Annual,Number,Intentional homicide,Cádiz,2019,11,,
Annual,Number,Intentional homicide,Cádiz,2020,9,,
Annual,Number,Intentional homicide,Cádiz,2021,7,,
Annual,Number,Intentional homicide,Cádiz,2022,10,,
Annual,Number,Intentional homicide,Cádiz,2023,12,,
Annual,Number,Intentional homicide,Córdoba,2019,7,,
Annual,Number,Intentional homicide,Córdoba,2020,3,,
Annual,Number,Intentional homicide,Córdoba,2021,1,,
Annual,Number,Intentional homicide,Córdoba,2022,3,,
Annual,Number,Intentional homicide,Córdoba,2023,3,,
Annual,Number,Intentional homicide,Granada,2019,12,,
Annual,Number,Intentional homicide,Granada,2020,10,,
Annual,Number,Intentional homicide,Granada,2021,8,,
Annual,Number,Intentional homicide,Granada,2022,14,,
Annual,Number,Intentional homicide,Granada,2023,11,,
Annual,Number,Intentional homicide,Huelva,2019,6,,
Annual,Number,Intentional homicide,Huelva,2020,7,,
Annual,Number,Intentional homicide,Huelva,2021,4,,
Annual,Number,Intentional homicide,Huelva,2022,3,,
Annual,Number,Intentional homicide,Huelva,2023,5,,
Annual,Number,Intentional homicide,Jaén,2019,3,,
Annual,Number,Intentional homicide,Jaén,2020,6,,
Annual,Number,Intentional homicide,Jaén,2021,4,,
Annual,Number,Intentional homicide,Jaén,2022,6,,
Annual,Number,Intentional homicide,Jaén,2023,2,,
Annual,Number,Intentional homicide,Málaga,2019,25,,
Annual,Number,Intentional homicide,Málaga,2020,8,,
Annual,Number,Intentional homicide,Málaga,2021,15,,
Annual,Number,Intentional homicide,Málaga,2022,18,,
Annual,Number,Intentional homicide,Málaga,2023,15,,
Annual,Number,Intentional homicide,Sevilla,2019,9,,
Annual,Number,Intentional homicide,Sevilla,2020,12,,
Annual,Number,Intentional homicide,Sevilla,2021,8,,
Annual,Number,Intentional homicide,Sevilla,2022,11,,
Annual,Number,Intentional homicide,Sevilla,2023,15,,
Annual,Number,Intentional homicide,Región de Murcia,2019,13,,
Annual,Number,Intentional homicide,Región de Murcia,2020,10,,
Annual,Number,Intentional homicide,Región de Murcia,2021,14,,
Annual,Number,Intentional homicide,Región de Murcia,2022,8,,
Annual,Number,Intentional homicide,Región de Murcia,2023,15,,
Annual,Number,Intentional homicide,Murcia,2019,13,,
Annual,Number,Intentional homicide,Murcia,2020,10,,
Annual,Number,Intentional homicide,Murcia,2021,14,,
Annual,Number,Intentional homicide,Murcia,2022,8,,
Annual,Number,Intentional homicide,Murcia,2023,15,,
Annual,Number,Intentional homicide,Ciudad de Ceuta,2019,4,,
Annual,Number,Intentional homicide,Ciudad de Ceuta,2020,2,,
Annual,Number,Intentional homicide,Ciudad de Ceuta,2021,2,,
Annual,Number,Intentional homicide,Ciudad de Ceuta,2022,4,,
Annual,Number,Intentional homicide,Ciudad de Ceuta,2023,5,,
Annual,Number,Intentional homicide,Ceuta,2019,4,,
Annual,Number,Intentional homicide,Ceuta,2020,2,,
Annual,Number,Intentional homicide,Ceuta,2021,2,,
Annual,Number,Intentional homicide,Ceuta,2022,4,,
Annual,Number,Intentional homicide,Ceuta,2023,5,,
Annual,Number,Intentional homicide,Ciudad de Melilla,2019,1,,
Annual,Number,Intentional homicide,Ciudad de Melilla,2020,0,,
Annual,Number,Intentional homicide,Ciudad de Melilla,2021,0,,
Annual,Number,Intentional homicide,Ciudad de Melilla,2022,2,,
Annual,Number,Intentional homicide,Ciudad de Melilla,2023,0,,
Annual,Number,Intentional homicide,Melilla,2019,1,,
Annual,Number,Intentional homicide,Melilla,2020,0,,
Annual,Number,Intentional homicide,Melilla,2021,0,,
Annual,Number,Intentional homicide,Melilla,2022,2,,
Annual,Number,Intentional homicide,Melilla,2023,0,,
